0.00.315.731 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.318.358 I srv    load_model: loading model '/home/quinna/models/Ornith-1.0-35B-GGUF/ornith-1.0-35b-Q4_K_M.gguf'
0.12.069.506 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 131072, kv_unified = 'true'
0.12.086.387 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.12.086.426 I srv  llama_server: model loaded
0.12.086.430 I srv  llama_server: listening on http://127.0.0.1:8091
1.52.437.259 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
23.10.274.615 I slot print_timing: id  3 | task 64174 | n_decoded =    731, tg =  60.75 t/s, tg_3s =  60.57 t/s
23.13.289.721 I slot print_timing: id  3 | task 64174 | n_decoded =    913, tg =  60.67 t/s, tg_3s =  60.36 t/s
23.16.304.340 I slot print_timing: id  3 | task 64174 | n_decoded =   1095, tg =  60.62 t/s, tg_3s =  60.37 t/s
23.19.315.863 I slot print_timing: id  3 | task 64174 | n_decoded =   1277, tg =  60.60 t/s, tg_3s =  60.43 t/s
23.22.328.116 I slot print_timing: id  3 | task 64174 | n_decoded =   1459, tg =  60.57 t/s, tg_3s =  60.42 t/s
23.25.330.179 I slot print_timing: id  3 | task 64174 | n_decoded =   1639, tg =  60.51 t/s, tg_3s =  59.96 t/s
23.28.342.645 I slot print_timing: id  3 | task 64174 | n_decoded =   1820, tg =  60.46 t/s, tg_3s =  60.08 t/s
23.28.792.560 I slot print_timing: id  3 | task 64174 | prompt eval time =    1420.79 ms /  2057 tokens (    0.69 ms per token,  1447.79 tokens per second)
23.28.792.562 I slot print_timing: id  3 | task 64174 |        eval time =   30550.37 ms /  1847 tokens (   16.54 ms per token,    60.46 tokens per second)
23.28.792.563 I slot print_timing: id  3 | task 64174 |       total time =   31971.16 ms /  3904 tokens
23.28.792.564 I slot print_timing: id  3 | task 64174 |    graphs reused =      65433
23.28.793.367 I slot      release: id  3 | task 64174 | stop processing: n_tokens = 50398, truncated = 0
23.28.880.920 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.990 (> 0.100 thold), f_keep = 0.963
23.28.881.249 I slot launch_slot_: id  3 | task 66025 | processing task, is_child = 0
23.29.220.458 W slot create_check: id  3 | task 66025 | erasing old context checkpoint (pos_min = 1251, pos_max = 1251, n_tokens = 1252, size = 62.813 MiB)
23.32.557.762 I slot print_timing: id  3 | task 66025 | n_decoded =    183, tg =  60.71 t/s, tg_3s =  60.71 t/s
23.35.557.822 I slot print_timing: id  3 | task 66025 | n_decoded =    365, tg =  60.69 t/s, tg_3s =  60.67 t/s
23.38.566.049 I slot print_timing: id  3 | task 66025 | n_decoded =    547, tg =  60.62 t/s, tg_3s =  60.50 t/s
23.41.571.732 I slot print_timing: id  3 | task 66025 | n_decoded =    729, tg =  60.61 t/s, tg_3s =  60.55 t/s
23.44.578.062 I slot print_timing: id  3 | task 66025 | n_decoded =    911, tg =  60.59 t/s, tg_3s =  60.54 t/s
23.47.589.180 I slot print_timing: id  3 | task 66025 | n_decoded =   1093, tg =  60.57 t/s, tg_3s =  60.44 t/s
23.50.593.622 I slot print_timing: id  3 | task 66025 | n_decoded =   1274, tg =  60.52 t/s, tg_3s =  60.24 t/s
23.53.599.327 I slot print_timing: id  3 | task 66025 | n_decoded =   1455, tg =  60.48 t/s, tg_3s =  60.22 t/s
23.56.608.662 I slot print_timing: id  3 | task 66025 | n_decoded =   1637, tg =  60.48 t/s, tg_3s =  60.48 t/s
23.58.702.892 I slot print_timing: id  3 | task 66025 | prompt eval time =     661.81 ms /   506 tokens (    1.31 ms per token,   764.57 tokens per second)
23.58.702.894 I slot print_timing: id  3 | task 66025 |        eval time =   29159.60 ms /  1763 tokens (   16.54 ms per token,    60.46 tokens per second)
23.58.702.895 I slot print_timing: id  3 | task 66025 |       total time =   29821.41 ms /  2269 tokens
23.58.702.896 I slot print_timing: id  3 | task 66025 |    graphs reused =      67187
23.58.703.719 I slot      release: id  3 | task 66025 | stop processing: n_tokens = 50784, truncated = 0
23.59.003.241 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.995 (> 0.100 thold), f_keep = 0.965
23.59.003.603 I slot launch_slot_: id  3 | task 67791 | processing task, is_child = 0
23.59.099.152 W slot create_check: id  3 | task 67791 | erasing old context checkpoint (pos_min = 1251, pos_max = 1251, n_tokens = 1252, size = 62.813 MiB)
24.02.393.687 I slot print_timing: id  3 | task 67791 | n_decoded =    182, tg =  60.62 t/s, tg_3s =  60.62 t/s
24.05.396.022 I slot print_timing: id  3 | task 67791 | n_decoded =    363, tg =  60.46 t/s, tg_3s =  60.29 t/s
24.08.004.594 I slot print_timing: id  3 | task 67791 | prompt eval time =     387.73 ms /   299 tokens (    1.30 ms per token,   771.15 tokens per second)
24.08.004.597 I slot print_timing: id  3 | task 67791 |        eval time =    8613.01 ms /   520 tokens (   16.56 ms per token,    60.37 tokens per second)
24.08.004.597 I slot print_timing: id  3 | task 67791 |       total time =    9000.75 ms /   819 tokens
24.08.004.598 I slot print_timing: id  3 | task 67791 |    graphs reused =      67703
24.08.005.414 I slot      release: id  3 | task 67791 | stop processing: n_tokens = 49804, truncated = 0
24.08.095.392 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.990 (> 0.100 thold), f_keep = 0.990
24.08.095.721 I slot launch_slot_: id  3 | task 68314 | processing task, is_child = 0
24.08.438.574 W slot create_check: id  3 | task 68314 | erasing old context checkpoint (pos_min = 2208, pos_max = 2208, n_tokens = 2209, size = 62.813 MiB)
24.11.636.485 I slot print_timing: id  3 | task 68314 | prompt eval time =     572.85 ms /   655 tokens (    0.87 ms per token,  1143.41 tokens per second)
24.11.636.487 I slot print_timing: id  3 | task 68314 |        eval time =    2967.68 ms /   180 tokens (   16.49 ms per token,    60.65 tokens per second)
24.11.636.488 I slot print_timing: id  3 | task 68314 |       total time =    3540.53 ms /   835 tokens
24.11.636.489 I slot print_timing: id  3 | task 68314 |    graphs reused =      67880
24.11.637.295 I slot      release: id  3 | task 68314 | stop processing: n_tokens = 49943, truncated = 0
24.12.000.439 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.990 (> 0.100 thold), f_keep = 0.996
24.12.000.901 I slot launch_slot_: id  3 | task 68498 | processing task, is_child = 0
24.12.146.111 W slot create_check: id  3 | task 68498 | erasing old context checkpoint (pos_min = 2412, pos_max = 2412, n_tokens = 2413, size = 62.813 MiB)
24.15.160.751 I slot print_timing: id  3 | task 68498 | prompt eval time =     748.35 ms /   548 tokens (    1.37 ms per token,   732.28 tokens per second)
24.15.160.754 I slot print_timing: id  3 | task 68498 |        eval time =    2411.26 ms /   146 tokens (   16.52 ms per token,    60.55 tokens per second)
24.15.160.754 I slot print_timing: id  3 | task 68498 |       total time =    3159.61 ms /   694 tokens
24.15.160.755 I slot print_timing: id  3 | task 68498 |    graphs reused =      68024
24.15.161.555 I slot      release: id  3 | task 68498 | stop processing: n_tokens = 50421, truncated = 0
24.15.332.097 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.997
24.15.332.472 I slot launch_slot_: id  3 | task 68648 | processing task, is_child = 0
24.15.704.925 W slot create_check: id  3 | task 68648 | erasing old context checkpoint (pos_min = 7705, pos_max = 7705, n_tokens = 7706, size = 62.813 MiB)
24.18.975.287 I slot print_timing: id  3 | task 68648 | n_decoded =    182, tg =  60.47 t/s, tg_3s =  60.47 t/s
24.21.985.555 I slot print_timing: id  3 | task 68648 | n_decoded =    363, tg =  60.30 t/s, tg_3s =  60.13 t/s
24.22.668.217 I slot print_timing: id  3 | task 68648 | prompt eval time =     633.04 ms /   590 tokens (    1.07 ms per token,   932.01 tokens per second)
24.22.668.219 I slot print_timing: id  3 | task 68648 |        eval time =    6702.45 ms /   404 tokens (   16.59 ms per token,    60.28 tokens per second)
24.22.668.220 I slot print_timing: id  3 | task 68648 |       total time =    7335.49 ms /   994 tokens
24.22.668.221 I slot print_timing: id  3 | task 68648 |    graphs reused =      68424
24.22.669.026 I slot      release: id  3 | task 68648 | stop processing: n_tokens = 50827, truncated = 0
26.03.488.451 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.957 (> 0.100 thold), f_keep = 0.992
26.03.488.817 I slot launch_slot_: id  3 | task 69056 | processing task, is_child = 0
26.03.646.546 W slot create_check: id  3 | task 69056 | erasing old context checkpoint (pos_min = 20258, pos_max = 20258, n_tokens = 20259, size = 62.813 MiB)
26.08.112.817 I slot print_timing: id  3 | task 69056 | n_decoded =    181, tg =  60.22 t/s, tg_3s =  60.22 t/s
26.11.118.255 I slot print_timing: id  3 | task 69056 | n_decoded =    361, tg =  60.06 t/s, tg_3s =  59.89 t/s
26.13.060.516 I slot print_timing: id  3 | task 69056 | prompt eval time =    1618.32 ms /  2312 tokens (    0.70 ms per token,  1428.64 tokens per second)
26.13.060.519 I slot print_timing: id  3 | task 69056 |        eval time =    7953.14 ms /   477 tokens (   16.67 ms per token,    59.98 tokens per second)
26.13.060.519 I slot print_timing: id  3 | task 69056 |       total time =    9571.47 ms /  2789 tokens
26.13.060.520 I slot print_timing: id  3 | task 69056 |    graphs reused =      68897
26.13.061.332 I slot      release: id  3 | task 69056 | stop processing: n_tokens = 53186, truncated = 0
31.26.803.672 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.459 (> 0.100 thold), f_keep = 0.024
31.27.517.964 I slot launch_slot_: id  3 | task 69537 | processing task, is_child = 0
31.29.715.660 I slot print_timing: id  3 | task 69537 | prompt eval time =    1667.34 ms /  2742 tokens (    0.61 ms per token,  1644.54 tokens per second)
31.29.715.664 I slot print_timing: id  3 | task 69537 |        eval time =     530.11 ms /    43 tokens (   12.33 ms per token,    81.11 tokens per second)
31.29.715.664 I slot print_timing: id  3 | task 69537 |       total time =    2197.45 ms /  2785 tokens
31.29.715.665 I slot print_timing: id  3 | task 69537 |    graphs reused =      68938
31.29.715.809 I slot      release: id  3 | task 69537 | stop processing: n_tokens = 2784, truncated = 0
31.29.756.292 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.985
31.29.756.737 I slot launch_slot_: id  3 | task 69584 | processing task, is_child = 0
31.31.839.730 I slot print_timing: id  3 | task 69584 | prompt eval time =     844.84 ms /  1595 tokens (    0.53 ms per token,  1887.94 tokens per second)
31.31.839.733 I slot print_timing: id  3 | task 69584 |        eval time =    1237.98 ms /   100 tokens (   12.38 ms per token,    80.78 tokens per second)
31.31.839.734 I slot print_timing: id  3 | task 69584 |       total time =    2082.82 ms /  1695 tokens
31.31.839.735 I slot print_timing: id  3 | task 69584 |    graphs reused =      69036
31.31.839.882 I slot      release: id  3 | task 69584 | stop processing: n_tokens = 2946, truncated = 0
31.31.874.001 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.966
31.31.874.532 I slot launch_slot_: id  3 | task 69688 | processing task, is_child = 0
31.33.723.632 I slot print_timing: id  3 | task 69688 | prompt eval time =     257.94 ms /   357 tokens (    0.72 ms per token,  1384.02 tokens per second)
31.33.723.635 I slot print_timing: id  3 | task 69688 |        eval time =    1590.98 ms /   128 tokens (   12.43 ms per token,    80.45 tokens per second)
31.33.723.636 I slot print_timing: id  3 | task 69688 |       total time =    1848.92 ms /   485 tokens
31.33.723.637 I slot print_timing: id  3 | task 69688 |    graphs reused =      69162
31.33.723.787 I slot      release: id  3 | task 69688 | stop processing: n_tokens = 3254, truncated = 0
31.33.753.912 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.372 (> 0.100 thold), f_keep = 0.961
31.33.754.295 I slot launch_slot_: id  3 | task 69819 | processing task, is_child = 0
31.37.542.060 I slot print_timing: id  3 | task 69819 | prompt eval time =    2831.95 ms /  5512 tokens (    0.51 ms per token,  1946.36 tokens per second)
31.37.542.063 I slot print_timing: id  3 | task 69819 |        eval time =     955.64 ms /    74 tokens (   12.91 ms per token,    77.44 tokens per second)
31.37.542.064 I slot print_timing: id  3 | task 69819 |       total time =    3787.59 ms /  5586 tokens
31.37.542.065 I slot print_timing: id  3 | task 69819 |    graphs reused =      69233
31.37.542.357 I slot      release: id  3 | task 69819 | stop processing: n_tokens = 8485, truncated = 0
31.37.598.855 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.691 (> 0.100 thold), f_keep = 0.991
31.37.599.178 I slot launch_slot_: id  3 | task 69899 | processing task, is_child = 0
31.41.223.297 I slot print_timing: id  3 | task 69899 | prompt processing, n_tokens =   7279, progress = 0.86, t =   3.62 s / 2008.59 tokens per second
31.41.933.447 I slot print_timing: id  3 | task 69899 | prompt processing, n_tokens =   8426, progress = 0.96, t =   4.33 s / 1944.13 tokens per second
31.42.143.614 I slot print_timing: id  3 | task 69899 | prompt processing, n_tokens =   8938, progress = 1.00, t =   4.54 s / 1966.88 tokens per second
31.43.819.934 I slot print_timing: id  3 | task 69899 | prompt eval time =    4673.20 ms /  8942 tokens (    0.52 ms per token,  1913.46 tokens per second)
31.43.819.937 I slot print_timing: id  3 | task 69899 |        eval time =    1547.36 ms /   117 tokens (   13.23 ms per token,    75.61 tokens per second)
31.43.819.937 I slot print_timing: id  3 | task 69899 |       total time =    6220.56 ms /  9059 tokens
31.43.819.938 I slot print_timing: id  3 | task 69899 |    graphs reused =      69347
31.43.820.314 I slot      release: id  3 | task 69899 | stop processing: n_tokens = 12297, truncated = 0
31.43.859.091 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.797 (> 0.100 thold), f_keep = 0.990
31.43.859.420 I slot launch_slot_: id  3 | task 70023 | processing task, is_child = 0
31.47.102.481 I slot print_timing: id  3 | task 70023 | prompt processing, n_tokens =   6302, progress = 0.97, t =   3.24 s / 1943.34 tokens per second
31.47.372.123 I slot print_timing: id  3 | task 70023 | prompt processing, n_tokens =   6814, progress = 1.00, t =   3.51 s / 1939.92 tokens per second
31.50.509.211 I slot print_timing: id  3 | task 70023 | n_decoded =    223, tg =  74.14 t/s, tg_3s =  74.14 t/s
31.53.519.175 I slot print_timing: id  3 | task 70023 | n_decoded =    446, tg =  74.11 t/s, tg_3s =  74.09 t/s
31.56.527.110 I slot print_timing: id  3 | task 70023 | n_decoded =    668, tg =  74.01 t/s, tg_3s =  73.80 t/s
31.59.532.916 I slot print_timing: id  3 | task 70023 | n_decoded =    890, tg =  73.97 t/s, tg_3s =  73.86 t/s
32.02.539.704 I slot print_timing: id  3 | task 70023 | n_decoded =   1111, tg =  73.88 t/s, tg_3s =  73.50 t/s
32.05.546.376 I slot print_timing: id  3 | task 70023 | n_decoded =   1333, tg =  73.87 t/s, tg_3s =  73.84 t/s
32.08.549.197 I slot print_timing: id  3 | task 70023 | n_decoded =   1553, tg =  73.78 t/s, tg_3s =  73.26 t/s
32.11.557.710 I slot print_timing: id  3 | task 70023 | n_decoded =   1773, tg =  73.70 t/s, tg_3s =  73.13 t/s
32.14.562.388 I slot print_timing: id  3 | task 70023 | n_decoded =   1992, tg =  73.61 t/s, tg_3s =  72.89 t/s
32.17.565.915 I slot print_timing: id  3 | task 70023 | n_decoded =   2211, tg =  73.54 t/s, tg_3s =  72.91 t/s
32.20.567.483 I slot print_timing: id  3 | task 70023 | n_decoded =   2430, tg =  73.49 t/s, tg_3s =  72.96 t/s
32.23.572.480 I slot print_timing: id  3 | task 70023 | n_decoded =   2648, tg =  73.41 t/s, tg_3s =  72.55 t/s
32.26.581.095 I slot print_timing: id  3 | task 70023 | n_decoded =   2867, tg =  73.36 t/s, tg_3s =  72.79 t/s
32.29.587.194 I slot print_timing: id  3 | task 70023 | n_decoded =   3085, tg =  73.30 t/s, tg_3s =  72.52 t/s
32.32.588.558 I slot print_timing: id  3 | task 70023 | n_decoded =   3302, tg =  73.24 t/s, tg_3s =  72.30 t/s
32.35.592.836 I slot print_timing: id  3 | task 70023 | n_decoded =   3519, tg =  73.17 t/s, tg_3s =  72.23 t/s
32.38.601.481 I slot print_timing: id  3 | task 70023 | n_decoded =   3737, tg =  73.13 t/s, tg_3s =  72.46 t/s
32.41.494.856 I slot print_timing: id  3 | task 70023 | prompt eval time =    3641.87 ms /  6818 tokens (    0.53 ms per token,  1872.11 tokens per second)
32.41.494.860 I slot print_timing: id  3 | task 70023 |        eval time =   53993.37 ms /  3946 tokens (   13.68 ms per token,    73.08 tokens per second)
32.41.494.860 I slot print_timing: id  3 | task 70023 |       total time =   57635.24 ms / 10764 tokens
32.41.494.861 I slot print_timing: id  3 | task 70023 |    graphs reused =      73275
32.41.495.288 I slot      release: id  3 | task 70023 | stop processing: n_tokens = 19233, truncated = 0
32.41.564.816 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.776 (> 0.100 thold), f_keep = 0.795
32.41.565.198 I slot launch_slot_: id  3 | task 73975 | processing task, is_child = 0
32.45.316.196 I slot print_timing: id  3 | task 73975 | prompt processing, n_tokens =   6909, progress = 0.97, t =   3.75 s / 1842.01 tokens per second
32.45.564.702 I slot print_timing: id  3 | task 73975 | prompt processing, n_tokens =   7421, progress = 1.00, t =   4.00 s / 1855.58 tokens per second
32.48.705.897 I slot print_timing: id  3 | task 73975 | n_decoded =    217, tg =  72.16 t/s, tg_3s =  72.16 t/s
32.51.310.556 I slot print_timing: id  3 | task 73975 | prompt eval time =    4133.16 ms /  7425 tokens (    0.56 ms per token,  1796.45 tokens per second)
32.51.310.559 I slot print_timing: id  3 | task 73975 |        eval time =    5611.99 ms /   404 tokens (   13.89 ms per token,    71.99 tokens per second)
32.51.310.560 I slot print_timing: id  3 | task 73975 |       total time =    9745.15 ms /  7829 tokens
32.51.310.561 I slot print_timing: id  3 | task 73975 |    graphs reused =      73675
32.51.311.031 I slot      release: id  3 | task 73975 | stop processing: n_tokens = 20096, truncated = 0
32.51.384.168 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.869 (> 0.100 thold), f_keep = 0.980
32.51.384.638 I slot launch_slot_: id  3 | task 74385 | processing task, is_child = 0
32.54.832.817 I slot print_timing: id  3 | task 74385 | prompt processing, n_tokens =   6454, progress = 0.96, t =   3.45 s / 1871.82 tokens per second
32.55.068.107 I slot print_timing: id  3 | task 74385 | prompt processing, n_tokens =   6787, progress = 0.98, t =   3.68 s / 1842.65 tokens per second
32.55.331.375 I slot print_timing: id  3 | task 74385 | prompt processing, n_tokens =   7299, progress = 1.00, t =   3.95 s / 1849.47 tokens per second
32.58.474.877 I slot print_timing: id  3 | task 74385 | n_decoded =    213, tg =  70.86 t/s, tg_3s =  70.86 t/s
33.01.486.590 I slot print_timing: id  3 | task 74385 | n_decoded =    425, tg =  70.63 t/s, tg_3s =  70.39 t/s
33.04.489.979 I slot print_timing: id  3 | task 74385 | n_decoded =    636, tg =  70.50 t/s, tg_3s =  70.25 t/s
33.07.490.875 I slot print_timing: id  3 | task 74385 | n_decoded =    847, tg =  70.45 t/s, tg_3s =  70.31 t/s
33.10.496.744 I slot print_timing: id  3 | task 74385 | n_decoded =   1058, tg =  70.40 t/s, tg_3s =  70.20 t/s
33.13.508.883 I slot print_timing: id  3 | task 74385 | n_decoded =   1269, tg =  70.34 t/s, tg_3s =  70.05 t/s
33.16.511.077 I slot print_timing: id  3 | task 74385 | n_decoded =   1479, tg =  70.29 t/s, tg_3s =  69.95 t/s
33.19.518.242 I slot print_timing: id  3 | task 74385 | n_decoded =   1689, tg =  70.23 t/s, tg_3s =  69.83 t/s
33.22.531.285 I slot print_timing: id  3 | task 74385 | n_decoded =   1900, tg =  70.21 t/s, tg_3s =  70.03 t/s
33.25.531.894 I slot print_timing: id  3 | task 74385 | n_decoded =   2109, tg =  70.15 t/s, tg_3s =  69.65 t/s
33.28.533.832 I slot print_timing: id  3 | task 74385 | n_decoded =   2318, tg =  70.10 t/s, tg_3s =  69.62 t/s
33.31.544.556 I slot print_timing: id  3 | task 74385 | n_decoded =   2527, tg =  70.05 t/s, tg_3s =  69.42 t/s
33.34.555.804 I slot print_timing: id  3 | task 74385 | n_decoded =   2736, tg =  70.00 t/s, tg_3s =  69.41 t/s
33.37.561.172 I slot print_timing: id  3 | task 74385 | n_decoded =   2944, tg =  69.94 t/s, tg_3s =  69.21 t/s
33.40.570.454 I slot print_timing: id  3 | task 74385 | n_decoded =   3153, tg =  69.91 t/s, tg_3s =  69.45 t/s
33.43.580.584 I slot print_timing: id  3 | task 74385 | n_decoded =   3361, tg =  69.86 t/s, tg_3s =  69.10 t/s
33.46.585.378 I slot print_timing: id  3 | task 74385 | n_decoded =   3568, tg =  69.80 t/s, tg_3s =  68.89 t/s
33.49.587.085 I slot print_timing: id  3 | task 74385 | n_decoded =   3775, tg =  69.75 t/s, tg_3s =  68.96 t/s
33.52.596.050 I slot print_timing: id  3 | task 74385 | n_decoded =   3981, tg =  69.69 t/s, tg_3s =  68.46 t/s
33.55.605.795 I slot print_timing: id  3 | task 74385 | n_decoded =   4188, tg =  69.64 t/s, tg_3s =  68.78 t/s
33.58.608.882 I slot print_timing: id  3 | task 74385 | n_decoded =   4394, tg =  69.59 t/s, tg_3s =  68.60 t/s
34.01.622.001 I slot print_timing: id  3 | task 74385 | n_decoded =   4600, tg =  69.54 t/s, tg_3s =  68.37 t/s
34.04.632.991 I slot print_timing: id  3 | task 74385 | n_decoded =   4806, tg =  69.49 t/s, tg_3s =  68.42 t/s
34.07.645.129 I slot print_timing: id  3 | task 74385 | n_decoded =   5012, tg =  69.44 t/s, tg_3s =  68.39 t/s
34.10.652.213 I slot print_timing: id  3 | task 74385 | n_decoded =   5218, tg =  69.40 t/s, tg_3s =  68.50 t/s
34.13.653.392 I slot print_timing: id  3 | task 74385 | n_decoded =   5423, tg =  69.36 t/s, tg_3s =  68.31 t/s
34.16.658.026 I slot print_timing: id  3 | task 74385 | n_decoded =   5628, tg =  69.32 t/s, tg_3s =  68.23 t/s
34.19.667.652 I slot print_timing: id  3 | task 74385 | n_decoded =   5833, tg =  69.28 t/s, tg_3s =  68.11 t/s
34.22.668.547 I slot print_timing: id  3 | task 74385 | n_decoded =   6037, tg =  69.23 t/s, tg_3s =  67.98 t/s
34.25.682.422 I slot print_timing: id  3 | task 74385 | n_decoded =   6242, tg =  69.19 t/s, tg_3s =  68.02 t/s
34.28.691.926 I slot print_timing: id  3 | task 74385 | n_decoded =   6446, tg =  69.15 t/s, tg_3s =  67.79 t/s
34.31.692.317 I slot print_timing: id  3 | task 74385 | n_decoded =   6649, tg =  69.10 t/s, tg_3s =  67.66 t/s
34.34.697.889 I slot print_timing: id  3 | task 74385 | n_decoded =   6852, tg =  69.05 t/s, tg_3s =  67.54 t/s
34.37.708.037 I slot print_timing: id  3 | task 74385 | n_decoded =   7055, tg =  69.00 t/s, tg_3s =  67.44 t/s
34.40.716.910 I slot print_timing: id  3 | task 74385 | n_decoded =   7258, tg =  68.96 t/s, tg_3s =  67.47 t/s
34.43.718.945 I slot print_timing: id  3 | task 74385 | n_decoded =   7460, tg =  68.91 t/s, tg_3s =  67.29 t/s
34.46.724.391 I slot print_timing: id  3 | task 74385 | n_decoded =   7662, tg =  68.87 t/s, tg_3s =  67.21 t/s
34.49.733.710 I slot print_timing: id  3 | task 74385 | n_decoded =   7864, tg =  68.82 t/s, tg_3s =  67.12 t/s
34.52.745.203 I slot print_timing: id  3 | task 74385 | n_decoded =   8066, tg =  68.78 t/s, tg_3s =  67.08 t/s
34.55.746.257 I slot print_timing: id  3 | task 74385 | n_decoded =   8267, tg =  68.73 t/s, tg_3s =  66.98 t/s
34.58.757.465 I slot print_timing: id  3 | task 74385 | n_decoded =   8468, tg =  68.68 t/s, tg_3s =  66.75 t/s
35.01.759.669 I slot print_timing: id  3 | task 74385 | n_decoded =   8669, tg =  68.64 t/s, tg_3s =  66.95 t/s
35.04.770.372 I slot print_timing: id  3 | task 74385 | n_decoded =   8870, tg =  68.60 t/s, tg_3s =  66.76 t/s
35.07.783.776 I slot print_timing: id  3 | task 74385 | n_decoded =   9071, tg =  68.56 t/s, tg_3s =  66.70 t/s
35.10.794.494 I slot print_timing: id  3 | task 74385 | n_decoded =   9272, tg =  68.52 t/s, tg_3s =  66.76 t/s
35.13.795.928 I slot print_timing: id  3 | task 74385 | n_decoded =   9472, tg =  68.48 t/s, tg_3s =  66.63 t/s
35.16.808.555 I slot print_timing: id  3 | task 74385 | n_decoded =   9672, tg =  68.43 t/s, tg_3s =  66.39 t/s
35.19.824.052 I slot print_timing: id  3 | task 74385 | n_decoded =   9872, tg =  68.39 t/s, tg_3s =  66.32 t/s
35.22.836.178 I slot print_timing: id  3 | task 74385 | n_decoded =  10072, tg =  68.35 t/s, tg_3s =  66.40 t/s
35.25.052.155 I slot print_timing: id  3 | task 74385 | prompt eval time =    4084.08 ms /  7303 tokens (    0.56 ms per token,  1788.16 tokens per second)
35.25.052.158 I slot print_timing: id  3 | task 74385 |        eval time =  149583.24 ms / 10218 tokens (   14.64 ms per token,    68.31 tokens per second)
35.25.052.159 I slot print_timing: id  3 | task 74385 |       total time =  153667.32 ms / 17521 tokens
35.25.052.160 I slot print_timing: id  3 | task 74385 |    graphs reused =      83851
35.25.052.678 I slot      release: id  3 | task 74385 | stop processing: n_tokens = 32881, truncated = 0
35.25.127.546 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.976 (> 0.100 thold), f_keep = 0.689
35.25.127.893 I slot launch_slot_: id  3 | task 84610 | processing task, is_child = 0
35.30.242.970 I slot print_timing: id  3 | task 84610 | n_decoded =    211, tg =  70.19 t/s, tg_3s =  70.19 t/s
35.33.256.902 I slot print_timing: id  3 | task 84610 | n_decoded =    422, tg =  70.10 t/s, tg_3s =  70.01 t/s
35.36.271.142 I slot print_timing: id  3 | task 84610 | n_decoded =    633, tg =  70.07 t/s, tg_3s =  70.00 t/s
35.39.271.621 I slot print_timing: id  3 | task 84610 | n_decoded =    842, tg =  69.96 t/s, tg_3s =  69.66 t/s
35.42.285.403 I slot print_timing: id  3 | task 84610 | n_decoded =   1052, tg =  69.91 t/s, tg_3s =  69.68 t/s
35.45.289.794 I slot print_timing: id  3 | task 84610 | n_decoded =   1261, tg =  69.85 t/s, tg_3s =  69.56 t/s
35.48.300.668 I slot print_timing: id  3 | task 84610 | n_decoded =   1470, tg =  69.79 t/s, tg_3s =  69.42 t/s
35.51.302.006 I slot print_timing: id  3 | task 84610 | n_decoded =   1678, tg =  69.73 t/s, tg_3s =  69.30 t/s
35.54.303.685 I slot print_timing: id  3 | task 84610 | n_decoded =   1886, tg =  69.68 t/s, tg_3s =  69.29 t/s
35.57.313.233 I slot print_timing: id  3 | task 84610 | n_decoded =   2095, tg =  69.66 t/s, tg_3s =  69.45 t/s
36.00.323.758 I slot print_timing: id  3 | task 84610 | n_decoded =   2303, tg =  69.60 t/s, tg_3s =  69.09 t/s
36.03.328.377 I slot print_timing: id  3 | task 84610 | n_decoded =   2510, tg =  69.55 t/s, tg_3s =  68.89 t/s
36.06.341.655 I slot print_timing: id  3 | task 84610 | n_decoded =   2718, tg =  69.51 t/s, tg_3s =  69.03 t/s
36.09.349.913 I slot print_timing: id  3 | task 84610 | n_decoded =   2926, tg =  69.48 t/s, tg_3s =  69.14 t/s
36.12.354.695 I slot print_timing: id  3 | task 84610 | n_decoded =   3132, tg =  69.42 t/s, tg_3s =  68.56 t/s
36.15.359.566 I slot print_timing: id  3 | task 84610 | n_decoded =   3338, tg =  69.36 t/s, tg_3s =  68.56 t/s
